,MOF Name,Ref Code,Property,Value,Units,Condition,Summary,Reference
254,UiO-66-Br2,HELLOW,Water Stability,Stable,N/A,,"The chemical stabilities of the five UiO-66-X compounds were examined by stirring the samples in water, acetic acid, 1 m HCl and 1 m NaOH solutions for 12 h. Afterwards, the solids were collected by filtration, and their crystallinity was checked by XRPD measurements (Figure 3 and Figure S8– S12, Supporting Information). All of the solids, except 3- F2, retained their crystallinity after treatment with water, acetic acid and 1 m HCl solutions. However, after treatment with 1 m NaOH solution, all of them lost their crystallinity and became completely amorphous. Except for UiO-66-F2, all the compounds are stable in water, acetic acid and 1 m HCl, as verified by the XRPD analysis of the solids recovered by filtration of the suspensions.",10.1002/ejic.201201228
255,UiO-66-F2,HELLOW,Water Stability,Unstable,N/A,,"The chemical stabilities of the five UiO-66-X compounds were examined by stirring the samples in water, acetic acid, 1 m HCl and 1 m NaOH solutions for 12 h. Afterwards, the solids were collected by filtration, and their crystallinity was checked by XRPD measurements (Figure 3 and Figure S8– S12, Supporting Information). All of the solids, except 3- F2, retained their crystallinity after treatment with water, acetic acid and 1 m HCl solutions. However, after treatment with 1 m NaOH solution, all of them lost their crystallinity and became completely amorphous. The crystallinity of 3- F2 and UiO-66-F deteriorated after treatment with any of the above-mentioned liquids. Thus, except 3-F2 and UiO- 66-F, the chemical stabilities of the functionalised compounds are similar to those of unfunctionalised and other functionalised UiO-66-X compounds [X = Br, I, NO2, NH2, SO3H, CO2H, (CH3)2].[21,22,49]",10.1002/ejic.201201228
256,UiO-66-CF3,HELLOW,Water Stability,Stable,N/A,,"The chemical stabilities of the five UiO-66-X compounds were examined by stirring the samples in water, acetic acid, 1 m HCl and 1 m NaOH solutions for 12 h. Afterwards, the solids were collected by filtration, and their crystallinity was checked by XRPD measurements (Figure 3 and Figure S8– S12, Supporting Information). All of the solids, except 3- F2, retained their crystallinity after treatment with water, acetic acid and 1 m HCl solutions. Except for 3-F2, the new compounds maintain their structural integrity in water, acetic acid and 1 M HCl, as verified by XRPD analysis of the samples recovered after suspending them in the respective liquids.",10.1002/ejic.201201228
257,UiO-66-Cl2,HELLOW,Water Stability,Stable,Not applicable,,"The chemical stabilities of the five UiO-66-X compounds were examined by stirring the samples in water, acetic acid, 1 m HCl and 1 m NaOH solutions for 12 h. Except for UiO-66-F2, all the compounds are stable in water, acetic acid and 1 m HCl, as verified by the XRPD analysis of the solids recovered by filtration of the suspensions.",10.1002/ejic.201201228
258,UiO-66-CF3,HELLOW,Water Stability,Stable,Not applicable,,"The chemical stabilities of the five UiO-66-X compounds were examined by stirring the samples in water, acetic acid, 1 m HCl and 1 m NaOH solutions for 12 h. Afterwards, the solids were collected by filtration, and their crystallinity was checked by XRPD measurements (Figure 3 and Figure S8– S12, Supporting Information). All of the solids, except 3- F2, retained their crystallinity after treatment with water, acetic acid and 1 m HCl solutions. However, after treatment with 1 m NaOH solution, all of them lost their crystallinity and became completely amorphous. Except for UiO-66-F2, all the compounds are stable in water, acetic acid and 1 m HCl, as verified by the XRPD analysis of the solids recovered by filtration of the suspensions.",10.1002/ejic.201201228
259,MOF-5,HELLOW,Water Stability,Unstable,N/A,,"1. ""The H2 uptake capacity of MOF-5, however, drops rapidly when exposed to the ambient air, whereas the H2 uptake capacities of the methyl modified MOF-5s remain stable for 4 days.""
2. ""MOF-5 completely loses its hydrogen storage capability after exposure to ambient air due to a total collapse of the framework structure within 1 day.""
3. ""The crystal structure of MOF-5 is very sensitive to the presence of (ambient) water and the hydrogen uptake capability becomes compromised.""",10.1039/c1cc11054c
260,Methyl modified MOF-5,HELLOW,Water Stability,Stable,N/A,,"Interestingly, the PXRD pattern of CH3MOF-5 remains unchanged even after 4 days exposure to air (CH3MOF-5-4d). Similar results were obtained for DiCH3MOF-5, as shown in Fig. 1. Clearly, the structures of CH3MOF-5 and DiCH3MOF-5 remain stable up to 4 days after exposure to ambient air.11,12 These results strongly imply that introducing hydrophobic methyl groups enhances the structural stability of MOF-5 type framework. According to molecular dynamics simulation results on the interaction of water and MOF-5, MOF-5 is only stable at a very low water content but unstable when exposed to more than 4 wt% water.10e These results are in line with our findings: when the concentration of CH3 functionalities increases (DiCH3MOF-5-4d vs. CH3MOF-5-4d) the water uptake decreases and stays well below 4 wt%. Therefore, introducing hydrophobic CH3 groups is an effective approach towards the design of water-stable metal–organic frameworks.",10.1039/c1cc11054c
261,UiO-66-SO3H,HELLOW,Water Stability,Stable,N/A,,"The high chemical stabilities of the compounds have been verified by XRPD analysis of the samples recovered after suspending them in water, acetic acid and 1 M HCl. The compounds maintain their structural integrity in water, acetic acid and 1 M HCl, as verified by XRPD analysis of the samples recovered after suspending them in the respective liquids.",10.1039/c3dt32288b
262,UiO-66-CO2H,HELLOW,Water Stability,Stable,Not Applicable,,"The compounds maintain their structural integrity in water, acetic acid and 1 M HCl, as verified by XRPD analysis of the samples recovered after suspending them in the respective liquids.",10.1039/c3dt32288b
263,UiO-66-I,HELLOW,Water Stability,Stable,N/A,,"The compounds maintain their structural integrity in water, acetic acid and 1 M HCl, as verified by XRPD analysis of the samples recovered after suspending them in the respective liquids.",10.1039/c3dt32288b
264,Mg MOF-74 ,HELLOW,Water Stability,Unstable,N/A,,"1. Despite structure confirmation via XRD, both of the open metal site MOFs undergo significant reduction in surface area. HKUST-1 and Mg MOF-74 show 26 and 83% loss, respectively.
2. Oxygen exposure itself or the presence of entrained oxygen in the adsorbed water phase may facilitate the degradation.",10.1021/ie202325p
265,UiO-66(-NH2) ,HELLOW,Water Stability,Stable,N/A,,"UiO-66 and the amine-functionalized analogue display negligible loss of surface area. Water loadings of 0.37 cm3/g at 80% RH for both UiO-66 and UiO-66-NH2 match well with the value previously reported.32 Nevertheless, these water uptakes are less than pore volumes obtained via N2 adsorption. This is likely an attribute of the rehydroxylation of the materials during water exposure. BET modeling of the N2 adsorption at 77 K for UMCM-1 confirm the degradation apparent in the XRD analysis, showing almost total loss in surface area. Despite structure confirmation via XRD, both of the open metal site MOFs undergo significant reduction in surface area. HKUST-1 and Mg MOF-74 show 26 and 83% loss, respectively. Kaskel et al.19 also report a significant loss in BET surface area, 48%, for HKUST-1 following water adsorption and reactivation. The Dietzel group show the complete stability of MOF-74 materials during cyclic dehydration/rehydration experiments under inert atmosphere,22,24 but Ni MOF-74 was shown to degrade during identical testing in the presence of oxygen.23 The dehydration or reactivation procedure of our study utilized dynamic vacuum, which may have prevented oxygen exposure from contributing to structure degradation. However, since air was used as a carrier gas, the entrained oxygen in the adsorbed water appears to sufficiently supply the degradation reaction during reactivation. However, this could not be determined conclusively from the available data.",10.1021/ie202325p
266,HKUST-1 ,HELLOW,Water Stability,Unstable,Not applicable,,"1. HKUST-1 exhibits good structure retention in a 7:1 mixture of H2O:DMF even after 21 months of exposure. 2. Kaskel et al.19 determined from powder X-ray diffraction that HKUST-1 breaks down after immersion in pure water at 323 K for 24 h. 3. Significant surface area loss indicates that decomposition is occurring and is likely an attribute of oxygen presence during the regeneration procedure. 4. HKUST-1 and Mg MOF-74 show 26 and 83% loss, respectively. 5. Kaskel et al.19 also report a significant loss in BET surface area, 48%, for HKUST-1 following water adsorption and reactivation.",10.1021/ie202325p
267,DMOF-1 ,HELLOW,Water Stability,Unstable,N/A,,"1. ""Nitrogen-coordinated DMOF-1 (Zn2(BDC)2(DABCO)) has square-shaped channels of 7.5 Å diameter that are interconnected by smaller pores with diameters of 4.8 × 3.2 Å. It has been shown to be hydrophobic up to 42% RH, but no structure analysis was performed postexposure.28 On the other hand, Liang et al.38 investigated the water tolerance of zinc and nickel versions of this material and found that both appear to lose structural integrity after exposure to relative humidity above 60%.""
2. ""The significant loss of crystallinity in the DMOF-1 materials is somewhat surprising considering the hydrophobic nature of the parent material under low relative humidity and the relatively high pKa of the DABCO ligand. However, the zinc-carboxylate coordination is notoriously unstable and likely the weakest link which initiates the framework collapse, in spite of the Zn−N coordination from the DABCO ligand.""",10.1021/ie202325p
268,DMOF-1-NH2,HELLOW,Water Stability,Unstable,N/A,,"1. ""The significant loss of crystallinity in the DMOF-1 materials is somewhat surprising considering the hydrophobic nature of the parent material under low relative humidity and the relatively high pKa of the DABCO ligand. However, the zinc-carboxylate coordination is notoriously unstable and likely the weakest link which initiates the framework collapse, in spite of the Zn−N coordination from the DABCO ligand.""

2. ""The amine-functionalized and parent forms of DMOF-1 also exhibited a complete loss of crystallinity after water exposure at 90% RH.""",10.1021/ie202325p
269,UMCM-1 ,HELLOW,Water Stability,Unstable,N/A,,"The crystal structure of UMCM-1 was completely degraded after water exposure and regeneration. This instability is attributed to the fourcoordinated zinc-carboxylate system. The hydrolysis degradation reaction appears to describe the UMCM-1 structure loss; at higher values of 2Θ, there is evidence of Zn(OH)2, which is a direct product of this reaction. The degradation of UMCM-1 is not surprising considering that the coordination environment is identical to MOF-5, which is well-known to decompose under humid conditions.",10.1021/ie202325p
270,UiO-66(-NH2) ,HELLOW,Water Stability,Stable,N/A,,"1. ""Each of the MOFs was examined for structural stability upon water exposure by comparing PXRD patterns of the samples before and after the adsorption measurements. As shown in Figure 8, all samples present unchanged PXRD patterns after water exposure. In each case, the peak positions and the ratios of peak heights remain the same indicating no loss of crystallinity. The crystalline structure of the frameworks clearly remain intact, although recent studies on this material show that ligand exchange reactions can occur in the presence of water."" 2. ""The stability of each material on exposure to water vapor was confirmed with PXRD.""",10.1021/la3035352
271,UiO-66(-OMe) ,HELLOW,Water Stability,Stable,N/A,,"1. ""All of the materials are shown to be stable after water vapor exposure and adsorb significant amounts of water regardless of the nature of the organic linker.""
2. ""The crystalline structure of the frameworks clearly remain intact, although recent studies on this material show that ligand exchange reactions can occur in the presence of water.""",10.1021/la3035352
272,UiO-66(-Naphyl) ,HELLOW,Water Stability,Stable,N/A,,"Each of the MOFs was examined for structural stability upon water exposure by comparing PXRD patterns of the samples before and after the adsorption measurements. As shown in Figure 8, all samples present unchanged PXRD patterns after water exposure. In each case, the peak positions and the ratios of peak heights remain the same indicating no loss of crystallinity. The crystalline structure of the frameworks clearly remain intact, although recent studies on this material show that ligand exchange reactions can occur in the presence of water.32
The −Naphyl version is not strictly hydrophobic, but water adsorption was depressed compared to the other MOFs. This property, along with reasonable CO2 selectivity, indicates that UiO-66−1,4-Naphyl could be an interesting candidate for further study in humid gas separations.",10.1021/la3035352
273,UiO-66,HELLOW,Water Stability,Stable,N/A,,"1. ""UiO-66 is one of the few known water-stable MOFs that are readily amenable to direct ligand substitution."" 
2. ""All of the materials are shown to be stable after water vapor exposure and adsorb significant amounts of water regardless of the nature of the organic linker, although the naphthyl variant adsorbs 25% less than the other materials at saturation."" 
3. ""Each of the MOFs was examined for structural stability upon water exposure by comparing PXRD patterns of the samples before and after the adsorption measurements. As shown in Figure 8, all samples present unchanged PXRD patterns after water exposure. In each case, the peak positions and the ratios of peak heights remain the same indicating no loss of crystallinity.""",10.1021/la3035352
274,UiO-66(-NO2),HELLOW,Water Stability,Stable,N/A,,"1. ""All of the materials are shown to be stable after water vapor exposure and adsorb significant amounts of water regardless of the nature of the organic linker, although the naphthyl variant adsorbs 25% less than the other materials at saturation.""
2. ""Each of the MOFs was examined for structural stability upon water exposure by comparing PXRD patterns of the samples before and after the adsorption measurements. As shown in Figure 8, all samples present unchanged PXRD patterns after water exposure. In each case, the peak positions and the ratios of peak heights remain the same indicating no loss of crystallinity. The crystalline structure of the frameworks clearly remain intact, although recent studies on this material show that ligand exchange reactions can occur in the presence of water.""",10.1021/la3035352
275,CAU-10-H,HELLOW,Water Stability,Stable,Not applicable,,"The stabilities of all compounds in aqueous solutions of varying pH were confirmed by XRPD measurements. A drastic influence of the functional group on affinity, capacity, and accessibility of the pores for these gases is observed. These properties depend on the polarity and size of the functional group as well as on subtle structural differences between the CAU-10-X compounds.",10.1021/cm3025445
276,CAU-10-CH3,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1021/cm3025445
277,CAU-10-OCH3,HELLOW,Water Stability,Not provided,N/A,,The document does not provide explicit information regarding the water stability of CAU-10-OCH3. The text mentions sorption behavior and structural characteristics but does not specifically address water stability according to the provided rules.,10.1021/cm3025445
278,CAU-10-NO2,HELLOW,Water Stability,Stable,N/A,,"The stabilities of all compounds in aqueous solutions of varying pH were confirmed by XRPD measurements. The stabilities in aqueous solutions depending on the pH value as well as under solvothermal conditions in water were investigated by XRPD and IR measurements. According to these results, the MOFs are stable in a pH-range from 2 to 8. Stirring under more basic conditions does not lead to a complete decomposition, but the pH value is lowered to 8, indicating that the compounds are dissolved until a final pH value of 8 is reached. The treatment in acidic solution (pH of 2), does not lead to additional bands in the IR spectra, indicating that no isophthalic acid derivatives are formed by solvolysis of the MOFs, confirming their stability. Upon treatment with water at 130 °C under stirring for 3 h, no decomposition is observed as well.",10.1021/cm3025445
279,CAU-10-NH2,HELLOW,Water Stability,Stable,Not applicable,,"The stabilities of all compounds in aqueous solutions of varying pH were confirmed by XRPD measurements. A drastic influence of the functional group on affinity, capacity, and accessibility of the pores for these gases is observed. These properties depend on the polarity and size of the functional group as well as on subtle structural differences between the CAU-10-X compounds.",10.1021/cm3025445
280,CAU-10-OH,HELLOW,Water Stability,Stable,Not applicable,,"The stabilities of all compounds in aqueous solutions of varying pH were confirmed by XRPD measurements. A drastic influence of the functional group on affinity, capacity, and accessibility of the pores for these gases is observed. These properties depend on the polarity and size of the functional group as well as on subtle structural differences between the CAU-10-X compounds.",10.1021/cm3025445
281,ZIF-8,HELLOW,Water Stability,Not provided,,,"The document does not provide any information regarding the water stability of ZIF-8. There are no sentences or references to ZIF-8's behavior in water or aqueous solutions, nor any mention of its stability or instability in humid environments or when exposed to moisture or steam.",10.1021/ja802121u
282,MIL-100(Cr),HELLOW,Water Stability,Not provided,N/A,,The document does not provide information on the water stability of MIL-100(Cr).,10.1021/ja802121u
283,UMCM-150,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of UMCM-150. There are no sentences that mention its behavior in water or aqueous solutions, nor any details about its crystallinity or structural changes upon exposure to moisture or steam.",10.1021/ja802121u
284,HKUST-1,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of HKUST-1. There are no sentences that mention its behavior in water or aqueous solutions, nor any details about its crystallinity or structural changes upon exposure to moisture or steam.",10.1021/ja802121u
285,MOF-5,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any specific information regarding the water stability of MOF-5. There are no sentences that discuss its behavior in water or aqueous solutions, nor any mention of its stability or instability in humid environments or upon exposure to moisture.",10.1021/ja802121u
286,MOF-177,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any information regarding the water stability of MOF-177. There are no sentences that discuss its behavior in water or aqueous solutions, nor any mention of its stability or instability in humid environments or when exposed to moisture or steam.",10.1021/ja802121u
287,MOF-505,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide any specific information regarding the water stability of MOF-505. There are no sentences that discuss its behavior in water or aqueous solutions, nor any mention of its stability or instability in humid environments or when exposed to moisture.",10.1021/ja802121u
288,Cu-PCN,HELLOW,Water Stability,Stable,Not applicable,,"The XRD patterns after SO2 and NO2 exposure did not show large changes for ZIF-8, Co-NIC, ZIF-7, and Cu-PCN. Importantly, we have shown that these materials are robust with respect to exposure to water vapor and/or acid gases.",10.1021/co3000192
289,Zn-TTC,HELLOW,Water Stability,Not provided,N/A,,"XRD patterns of Zn-TTC showed a crystalline structure, but the XRD pattern changed (Supporting Information, Figure S.10) after SO2 and NO2 exposure in humid air. This indicates that Zn-TTC transformed into a new and currently unidentified phase after acid gas exposure; Ni-HF showed degradation over time even without exposure to water vapor and the acid gas exposure while sealed in glassware at room temperature.",10.1021/co3000192
290,Zn/Co-BTEC,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide specific information regarding the water stability of Zn/Co-BTEC. It mentions the effects of acid gas exposure on Zn/Co-BTEC, but there is no clear mention of its stability or instability in water or humid conditions. Therefore, the water stability is categorized as 'Not provided'.",10.1021/co3000192
291,Ni-HF,HELLOW,Water Stability,Not provided,N/A,,Ni-HF showed degradation over time even without exposure to water vapor and the acid gas exposure while sealed in glassware at room temperature. Only Ni-HF showed a significant decrease in diffusion selectivity after this exposure.,10.1021/co3000192
292,ZIF-7,HELLOW,Water Stability,Stable,N/A,,"Water vapor exposure did not lead to large changes in the XRD patterns. Like the results for adsorption selectivity, most MOFs showed almost no change in diffusion selectivity after water vapor exposure.",10.1021/co3000192
293,ZIF-90,HELLOW,Water Stability,Stable,N/A,,"Water vapor exposure did not lead to large changes in the XRD patterns. Like the results for adsorption selectivity, most MOFs showed almost no change in diffusion selectivity after water vapor exposure.",10.1021/co3000192
294,Co-NIC,HELLOW,Water Stability,Stable,N/A,,"The document states: ""most MOFs showed almost no change in diffusion selectivity after water vapor exposure. Only Ni-HF showed a significant decrease in diffusion selectivity after this exposure."" This implies Co-NIC did not show significant changes, supporting its stability. Additionally, ""The XRD patterns after SO2 and NO2 exposure did not show large changes for ZIF-8, Co-NIC, ZIF-7, and Cu-PCN, while ZIF-90 and Zn/Co-BTEC showed large decrease in the XRD peak intensities, indicating structural degradation."" This suggests that Co-NIC retains its structure after exposure to humid air and acid gases, indicating stability.",10.1021/co3000192
295,ZIF-8,HELLOW,Water Stability,Stable,N/A,,"1. ""Water vapor exposure did not lead to large changes in the XRD patterns."" 
2. ""The XRD patterns after SO2 and NO2 exposure did not show large changes for ZIF-8, Co-NIC, ZIF-7, and Cu-PCN."" 
3. ""Like the results for adsorption selectivity, most MOFs showed almost no change in diffusion selectivity after water vapor exposure.""",10.1021/co3000192
296,JUC-110,HELLOW,Water Stability,Stable,N/A,,"JUC-110 shows excellent hydrothermal stability. Even treatment with boiling water for 10 days, JUC-110 retains its crystalline structure, which is rare among porous MOFs, especially 2D ones. JUC-110 exhibits hysteretic adsorption behavior to water with an uptake of 126.7 cc g1 of water (P/Po = 0.95), corresponding to 20 water molecules per unit cell. JUC-110 can reversibly and size-selectively adsorb water molecules from alcohols.",10.1039/c2cc33023g
297,DUT-67,HELLOW,Water Stability,Stable,N/A,,"Hydrolytical stability of materials was evaluated by soaking of dried powders in water for 24 h, as well as by repeated water adsorption isotherms. As it can be seen in Figure 8, the soaking in water does not cause changes in powder diffraction patterns pointing on the intact structure. All novel materials are found to be robust, hydrophilic, chemically, and thermally stable. The BET specific surface area amounts to 1064 and 810 m2·g−1 for DUT-67(Zr) and DUT-67(Hf).",10.1021/cg301691d
298,DUT-68,HELLOW,Water Stability,Stable,N/A,,"Hydrolytical stability of materials was evaluated by soaking of dried powders in water for 24 h, as well as by repeated water adsorption isotherms. As it can be seen in Figure 8, the soaking in water does not cause changes in powder diffraction patterns pointing on the intact structure. All novel materials are found to be robust, hydrophilic, chemically, and thermally stable. It was shown, that the compounds are porous, hydrolytically stable and acid resistant, which qualifies them as materials with high application potential.",10.1021/cg301691d
299,DUT-69,HELLOW,Water Stability,Stable,Not Applicable,,"Hydrolytical stability of materials was evaluated by soaking of dried powders in water for 24 h, as well as by repeated water adsorption isotherms. As it can be seen in Figure 8, the soaking in water does not cause changes in powder diffraction patterns pointing on the intact structure.",10.1021/cg301691d
300,MIL-53-Al/Al-BDC,HELLOW,Water Stability,Unstable,N/A,,"The stability of the M-BDCs in an acid, base, and water, therefore, follows the order of Cr-BDC>Al-BDC>V-BDC. The chemical stability of the M-BDCs observed in this study cannot be explained by the bond strength (or bond dissociation energy), because the average bond strength follows the order of VO (637)> AlO (502)>CrO (461 kJmol1). The coordination will not have a noticeable effect on the stability in this study, because the three M-BDCs have the same octahedral coordination. It has also been reported that the stability of MOFs may increase with an increase in the oxidation state of the metal ions. Therefore, oxidation state in this study does not have a dominant role in the stability of the M- BDCs considering the oxidation states of AlIII, CrIII, and VIII/VIV of Al-BDC, Cr-BDC and V-BDC, respectively, and that V-BDC is the most unstable structure. The oxidation state of V-BDC is +3 after synthesis and changes to +4 after purification by calcination at high temperature. The relative stability of the M-BDCs, however, may be explained by the inertness or lability of the metal ions. CrIII is a well-known inert ion, and the inertness of the ions follows the order of VIV <VIII<AlIII<CrIII. The stability of the M-BDCs in an acidic solution (7.0 102m HCl, at room temperature) and in deionized water (pH: ~6.7, at 80 8C) have also been compared. Figures 2 and 3 show the relative surface areas and XRD intensities (Figures S3 and S4 in the Supporting Information) of the M- Figure 1. Effect of treatment time on the relative BET surface areas (top: Cr-BDC: &; Al-BDC: ~; V-BDC: ) and the XRD intensities of M-BDCs (bottom: Cr-BDC: ; Al-BDC: &; V-BDC: ~); The M-BDCs were stirred in an aqueous basic solution (7.0 102m NaOH) for a fixed time. The data of V-BDC at 6 h were put as 0% because negligible V- BDC was remained as solid. Figure 2. Effect of treatment time on the relative BET surface areas (top) and the XRD intensities of M-BDCs (bottom); Cr-BDC: &; Al-BDC: ~; V-BDC: *. The M-BDCs were stirred in an aqueous acidic solution (7.0 102m HCl) for a fixed time. 6438 www.chemeurj.org 2011 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim Chem. Eur. J. 2011, 17, 6437 - 6442 152 137 65, 201 1, 2 3, D ow nloa ded fro m ht tps:/ /che mist ry-e urop e.on linel ibrar y.wi ley. co m/d oi/1 0.10 02/c hem .201 100 316 by U nive rsity Of Toro nto Libr arie, Wile y O nlin e Li brary on [ 26/ 06/2 024] . Se e the Ter ms a nd C ondi tion s (ht tps:/ /onli neli brar y.w iley. com /ter msandcond itio ns) on Wile y On line Libr ary for r ules of us e; O A ar ticle s are gov erne d by the a ppli cabl e Cr eativ e Co mm ons Lice nse BDCs with the contact time in the acidic solution and water. The change of XRD intensities with time shows a tendency similar to that of the surface areas. Even though the Cr- BDC is very stable to acid or water up to 48 h (Supporting Information, Figures S3 and S4), the surface areas and XRD intensities of the Al-BDC decreases steadily and those of the V-BDC are very low just after 1 h. The very low surface area of the V-BDC after 1 h is due to the pore-filling with terephthalic acid (TPA; see below). Since water is a weak acid (pH is ~6.7 in this study), the relative stability in water at 80 8C is similar to that in HCl at room temperature. Figure 4 shows the changes of Al and V concentrations of filtrates of Al-BDC and V-BDC slurry (7.0 102m HCl) after maintaining for a fixed time. There is negligible Cr in the filtrate of Cr-BDC slurry up to 6 h. The degree of dissolution (calculated from the ICP results and chemical formula) of Al-BDC and V-BDC at 3 h are about 7.7 and 39.3%, respectively. These ICP results confirm that the stability of the MOFs in acids is Cr-BDC>Al-BDC>V-BDC, which is similar to the results obtained with nitrogen adsorption and XRD analysis.",10.1002/chem.201100316
301,MIL-53-Cr/Cr-BDC,HELLOW,Water Stability,Stable,N/A,,"The stability of the M-BDCs in an acid, base, and water, therefore, follows the order of Cr-BDC>Al-BDC>V-BDC. Even though the Cr-BDC is very stable to acid or water up to 48 h (Supporting Information, Figures S3 and S4), the surface areas and XRD intensities of the Al-BDC decreases steadily and those of the V-BDC are very low just after 1 h.",10.1002/chem.201100316
302,MIL-47-V/V-BDC,HELLOW,Water Stability,Unstable,N/A,,"The stability of the M-BDCs in an acid, base, and water, therefore, follows the order of Cr-BDC>Al-BDC>V-BDC. The degree of dissolution (calculated from the ICP results and chemical formula) of Al-BDC and V-BDC at 3 h are about 7.7 and 39.3%, respectively. These ICP results confirm that the stability of the MOFs in acids is Cr-BDC>Al-BDC>V-BDC, which is similar to the results obtained with nitrogen adsorption and XRD analysis. Since water is a weak acid (pH is ~6.7 in this study), the relative stability in water at 80 8C is similar to that in HCl at room temperature. The porosity of V-BDC is very poor even though the structure is not completely destroyed to a soluble species.",10.1002/chem.201100316
303,Bio-MOF-14,HELLOW,Water Stability,Stable,N/A,,"Bio-MOF-14, with the valerate groups, was the most stable of the series and showed no loss of crystallinity (Fig. 10) and no significant crystal degradation after soaking in water for 1 hour (Fig. 11). We therefore extended the water soaking period to 7 and 30 days; the PXRD pattern shows no loss in crystallinity (Fig. S24†), and SEM images show only minimal pitting on the crystal surface after 7 or 30 days soaking in water (Fig. S23†). To further prove that the material remains intact upon extended exposure to water, we collected CO2 isotherms at 273 K for samples of bio-MOF-14 which were soaked in water for either 7 or 30 days (Fig. 12). The isotherms are nearly identical and they closely match the isotherm of the non-water-treated sample in both shape and capacity, indicating that water does not affect the porosity of the material.",10.1039/c3sc22207a
304,Bio-MOF-13,HELLOW,Water Stability,Unstable,N/A,,"Bio-MOFs-12 and 13 dissolved partially in water. The intensity of their signature diffraction lines decreased substantially (Fig. 10); however, it was clear from comparing PXRD patterns that bio-MOF-13, with butyrate, was noticeably more stable in water than bio-MOF-12, with propionate (Fig. 10). SEM images of the soaked samples supported this conclusion: they revealed significant crystallite fragmentation and pitting of the crystal surfaces (Fig. S21†), consistent with degradation, for bio-MOF-12 samples yet only a small amount of fragmentation and pitting for bio-MOF-13 samples (Fig. S22†).",10.1039/c3sc22207a
305,Bio-MOF-12,HELLOW,Water Stability,Unstable,N/A,,"Bio-MOFs-12 and 13 dissolved partially in water. The intensity of their signature diffraction lines decreased substantially (Fig. 10); however, it was clear from comparing PXRD patterns that bio-MOF-13, with butyrate, was noticeably more stable in water than bio-MOF-12, with propionate (Fig. 10). SEM images of the soaked samples supported this conclusion: they revealed significant crystallite fragmentation and pitting of the crystal surfaces (Fig. S21†), consistent with degradation, for bio-MOF-12 samples yet only a small amount of fragmentation and pitting for bio-MOF-13 samples (Fig. S22†).",10.1039/c3sc22207a
306,Bio-MOF-11,HELLOW,Water Stability,Unstable,N/A,,"Bio-MOF-11, as mentioned previously, dissolved rapidly in water, as evidenced by PXRD (Fig. 10); SEM images could not be obtained. Despite its favorable CO2 capacity and selectivity, it degrades rapidly in water and therefore would not withstand the moisture present in flue gas (5–7% water).",10.1039/c3sc22207a
307,[[Ni(L)2] 4H2O]n,HELLOW,Water Stability,Not provided,N/A,,"The document does not provide explicit information regarding the water stability of [[Ni(L)2] 4H2O]n. The text mentions vapor adsorption behaviors and thermal stability, but does not specifically address water stability according to the given rules. Therefore, the water stability is categorized as 'Not provided'.",10.1016/j.micromeso.2013.01.020
308,[[Co(L)2]4H2O]n,HELLOW,Water Stability,Not provided,N/A,,Not provided,10.1016/j.micromeso.2013.01.020
309,"[Zn3 ACHTUNGTRENNUNG(bpdc)3(2,2’-dmbpy)]. ACHTUNGTRENNUNG(DMF)x ACHTUNGTRENNUNG(H2O)y",HELLOW,Water Stability,Stable,,,"To investigate the effect of CH3 on the water stability, compounds 1 and 3 were tested in a water-vapor (323 K) environment. Figures S4 and S5 in the Supporting Information show that the framework of 1 remains unchanged after exposure to water vapor for up to 10 days, whereas its parent structure 3 (without CH3 functionalization) shows significant degradation after exposure over the same length of time. These results show that functionalizing the framework with hydrophobic groups such as a CH3 might effectively enhance the stability of MOF structures under moisture.",10.1002/asia.201201081
310,"[Zn3 ACHTUNGTRENNUNG(bpdc)3(3,3’-dmbpy)]. ACHTUNGTRENNUNG(DMF)4 ACHTUNGTRENNUNG(H2O)0.5",HELLOW,Water Stability,Stable,Not applicable,,"Thermogravimetric analysis (TGA) and PXRD studies reveal high thermal and water stability for both compounds. Gas-adsorption studies show that the reduction of surface area and pore volume by introducing a methyl group to the bpy ligand leads to a decrease in H2 uptake for both compounds. However, CO2 adsorption experiments with 1' (guest-free 1) indicate significant enhancement in CO2 uptake, whereas for 2' (guest-free 2) the adsorbed amount is decreased. These results suggest that there are two opposing and competitive effects brought on by methyl functionalization: the enhancement due to increased isosteric heats of CO2 adsorption (Qst), and the detraction due to the reduction of surface area and pore volume. For 1', the enhancement effect dominates, which leads to a significantly higher uptake of CO2 than its parent compound 3' (guest-free 3). For 2', the detraction effect predominates, thereby resulting in reduced CO2 uptake relative to its parent structure 3'. IR and Raman spectroscopic studies also present evidence for strong interaction between CO2 and methyl-functionalized p moieties. Furthermore, all compounds exhibit high separation capability for CO2 over other small gases including CH4, CO, N2, and O2.",10.1002/asia.201201081
